NAME,STREET,CITY,STATE,ZIP,NMCNTY,LAT,LON,NMCBSA,NMCSA
PreSchool and ECEAP,1201 Galloway,Steilacoom,WA,98388,Pierce County,47.165736,-122.588262,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Futures Program,510 Chambers Street,Steilacoom,WA,98388,Pierce County,47.16856,-122.599071,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Birth to Three,511 Chambers Street,Steilacoom,WA,98388,Pierce County,47.16937,-122.597911,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Steptoe Elementary School,12 Tennessee Street,Steptoe,WA,99174,Whitman County,47.00569,-117.35139,"Pullman, WA","Pullman-Moscow, WA-ID"
Carson Elementary,351 Hot Springs Avenue,Carson,WA,98610,Skamania County,45.726829,-121.813092,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
Stevenson Elementary,100 NW School Street,Stevenson,WA,98648,Skamania County,45.695797,-121.88435,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
Stevenson High School,390 NW Gropper Road,Stevenson,WA,98648,Skamania County,45.700901,-121.887887,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
Wind River Middle School,390 NW Gropper Road,Stevenson,WA,98648,Skamania County,45.726763,-121.810926,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
Preschool,441 Hot Springs Avenue,Carson,WA,98610,Skamania County,45.726832,-121.813114,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
Gold Bar Elementary,419 Lewis Ave,Gold Bar,WA,98251,Snohomish County,47.85703,-121.696702,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Sultan Elementary School,501 Date St.,Sultan,WA,98294,Snohomish County,47.866002,-121.815176,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Sultan Middle School,301 High Ave.,Sultan,WA,98294,Snohomish County,47.869382,-121.817478,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Sultan Senior High School,13715 310th Ave S.E.,Sultan,WA,98294,Snohomish County,47.873121,-121.813309,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Student Services School,514 4th Street,Sultan,WA,98294,Snohomish County,47.866311,-121.815703,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Sky Valley Options,211 6th Street,Sultan,WA,98294,Snohomish County,47.86447,-121.813371,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Columbia Virtual Academy - Sultan,514 4th Street,Sultan,WA,98294,Snohomish County,47.86635,-121.815121,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Open Doors Youth Reengagement Sultan,514 4th Street,Sultan,WA,98296,Snohomish County,47.8663,-121.8151,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Summit Valley School,2360 Addy-Gifford Road,Addy,WA,99101,Stevens County,48.306542,-117.975302,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Liberty Ridge Elementary,12202 209th AVE CT E,Sumner,WA,98390,Pierce County,47.14463,-122.151318,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Bonney Lake Elementary,18715 80th St E,Bonney Lake,WA,98390,Pierce County,47.184422,-122.178115,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Maple Lawn Elementary,230 Wood Ave,Sumner,WA,98390,Pierce County,47.19471,-122.232187,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Eismann Elementary,13802 Canyon View Blvd East,Bonney Lake,WA,98391,Pierce County,47.13068,-122.175148,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Sumner High School,1707 Main St,Sumner,WA,98390,Pierce County,47.203528,-122.232313,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Sumner Middle School,1508 Willow,Sumner,WA,98390,Pierce County,47.194863,-122.235254,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Lakeridge Middle School,5909 Myers RD E,Sumner,WA,98390,Pierce County,47.202913,-122.19031,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Victor Falls Elementary,11401 188th Ave Ct. E,Bonney Lake,WA,98391,Pierce County,47.154181,-122.178443,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Emerald Hills Elementary,19515 S Tapps Dr E,Bonney Lake,WA,98390,Pierce County,47.201915,-122.168874,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Mountain View Middle School,10921 199TH AVE CT E,Bonney Lake,WA,98390,Pierce County,47.157586,-122.162359,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Crestwood Elementary,3914 W Tapps Dr E,Bonney Lake,WA,98390,Pierce County,47.219675,-122.201131,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Daffodil Valley Elementary,1509 Valley Avenue,Sumner,WA,98390,Pierce County,47.20777,-122.227879,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Bonney Lake High School,10920 199th Ave Ct E,Bonney Lake,WA,98391,Pierce County,47.157571,-122.162368,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Sumner Special Services,1202 WOOD AVENUE,SUMNER,WA,98390,Pierce County,47.20489,-122.237991,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Outlook Elementary School,3800 VanBelle Road,Outlook,WA,98938,Yakima County,46.34537,-120.096756,"Yakima, WA",N
Sunnyside High School,1801 E. Edison Avenue,Sunnyside,WA,98944,Yakima County,46.32297,-119.997537,"Yakima, WA",N
Chief Kamiakin Elementary School,1700 E. Lincoln Avenue,Sunnyside,WA,98944,Yakima County,46.317754,-119.997373,"Yakima, WA",N
Harrison Middle School,810 S. 16th Street,Sunnyside,WA,98944,Yakima County,46.320148,-119.99793,"Yakima, WA",N
Washington Elementary,800 E. Jackson Avenue,Sunnyside,WA,98944,Yakima County,46.318732,-120.010756,"Yakima, WA",N
Pioneer Elementary School,2101 E. Lincoln,Sunnyside,WA,98944,Yakima County,46.315697,-119.993033,"Yakima, WA",N
Sierra Vista Middle School,916 N. 16 Street,Sunnyside,WA,98944,Yakima County,46.33577,-119.997635,"Yakima, WA",N
Sun Valley Elementary,1220 N. 16th Street,Sunnyside,WA,98944,Yakima County,46.33877,-119.996121,"Yakima, WA",N
SHS Graduation Alliance,1801 E Edison Ave,Sunnyside,WA,98944,Yakima County,46.32019,-119.996561,"Yakima, WA",N
Arlington,3002 S 72nd St,Tacoma,WA,98409,Pierce County,47.191546,-122.474082,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Baker,8001 So J Street,Tacoma,WA,98408,Pierce County,47.181694,-122.4463,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Birney,1202 S 76th St,Tacoma,WA,98408,Pierce County,47.187799,-122.450573,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Boze,1140 E 65th St,Tacoma,WA,98404,Pierce County,47.197408,-122.414532,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Browns Point,1526 51st St Ne,Tacoma,WA,98422,Pierce County,47.302432,-122.426139,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Bryant,717 S Grant Ave,Tacoma,WA,98405,Pierce County,47.25478,-122.460822,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Delong,4901 S 14 st St,Tacoma,WA,98405,Pierce County,47.248974,-122.501855,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Downing,2502 N Orchard St,Tacoma,WA,98406,Pierce County,47.270021,-122.505843,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Edison,5830 S Pine St,Tacoma,WA,98409,Pierce County,47.203701,-122.474072,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Fawcett,126 E 60th St,Tacoma,WA,98404,Pierce County,47.20215,-122.430016,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Fern Hill,8442 S Park Ave,Tacoma,WA,98444,Pierce County,47.179899,-122.442618,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Foss,2112 S Tyler St,Tacoma,WA,98405,Pierce County,47.239945,-122.495075,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Franklin,1402 S Lawrence St,Tacoma,WA,98405,Pierce County,47.248735,-122.479691,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Geiger,7401 S 8th St,Tacoma,WA,98465,Pierce County,47.25456,-122.536493,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Grant,1018 N Prospect St,Tacoma,WA,98406,Pierce County,47.259306,-122.469754,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Gray,6229 S Tyler St,Tacoma,WA,98409,Pierce County,47.199557,-122.491458,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Jason Lee,602 N Sprague Ave,Tacoma,WA,98403,Pierce County,47.256316,-122.464515,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Jefferson,6501 N 23rd St,Tacoma,WA,98406,Pierce County,47.269671,-122.52434,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Larchmont,8601 E B St,Tacoma,WA,98445,Pierce County,47.178571,-122.427876,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Lincoln,701 S 37th St,Tacoma,WA,98418,Pierce County,47.225201,-122.441415,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Lister,2106 E 44th St,Tacoma,WA,98404,Pierce County,47.215774,-122.400452,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Lowell,810 Mr. Dahl DR,Tacoma,WA,98403,Pierce County,47.267692,-122.466002,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Lyon,101 E 46th St,Tacoma,WA,98404,Pierce County,47.215892,-122.430928,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Manitou Park,4330 S 66th St,Tacoma,WA,98409,Pierce County,47.196958,-122.495047,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Mann,1002 S 52nd St,Tacoma,WA,98408,Pierce County,47.209519,-122.44778,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Mason,3901 N 28th St,Tacoma,WA,98407,Pierce County,47.273399,-122.489832,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
McCarver,2111 S J St,Tacoma,WA,98405,Pierce County,47.241667,-122.447121,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Meeker,4402 Nassau Ave Ne,Tacoma,WA,98422,Pierce County,47.296105,-122.402476,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Mt Tahoma,4634 S 74th Street,Tacoma,WA,98409,Pierce County,47.200244,-122.491687,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Northeast Tacoma,5412 29th St Ne,Tacoma,WA,98422,Pierce County,47.281895,-122.374569,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Point Defiance,4330 N Visscher St,Tacoma,WA,98407,Pierce County,47.289638,-122.5182,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Reed,1802 S 36th St,Tacoma,WA,98418,Pierce County,47.225567,-122.461136,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Blix Elementary,1302 E 38th St,Tacoma,WA,98404,Pierce County,47.222188,-122.412288,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Roosevelt,3550 E Roosevelt Ave,Tacoma,WA,98404,Pierce County,47.228417,-122.399572,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Sheridan,5317 E McKinley Ave,Tacoma,WA,98404,Pierce County,47.20866,-122.420047,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Sherman,4415 N 38th St,Tacoma,WA,98407,Pierce County,47.283705,-122.497573,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Stadium,111 N E St,Tacoma,WA,98403,Pierce County,47.266371,-122.448315,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Stewart,6501 S 10th St,Tacoma,WA,98465,Pierce County,47.25274,-122.523751,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Skyline,2301 N Mildred St,Tacoma,WA,98406,Pierce County,47.269678,-122.525577,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Truman,5801 N 35th St,Tacoma,WA,98407,Pierce County,47.280494,-122.514301,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Wainwright,130 Alameda Ave,Tacoma,WA,98466,Pierce County,47.241262,-122.518055,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Washington Elementary,6501 S 10th St,Tacoma,WA,98407,Pierce County,47.271508,-122.486677,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Whitman,1120 S 39th St,Tacoma,WA,98408,Pierce County,47.221458,-122.448704,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Whittier,777 Elm Tree Ln,Tacoma,WA,98466,Pierce County,47.229015,-122.514072,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Wilson,1202 N Orchard St,Tacoma,WA,98406,Pierce County,47.261107,-122.506905,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Oakland High School,3319 S Adams St,Tacoma,WA,98409,Pierce County,47.229912,-122.485698,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Remann Hall Juvenile Detention Center,5501 6th Ave,Tacoma,WA,98406,Pierce County,47.256685,-122.511363,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Stanley,1712 S 17th St,Tacoma,WA,98405,Pierce County,47.244455,-122.460131,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Pearl Street Center,815 S Pearl St,Tacoma,WA,98465,Pierce County,47.252097,-122.516888,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Comm Based Trans Program,601 S 8th St,Tacoma,WA,98405,Pierce County,47.256446,-122.445834,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Crescent Heights,4110 Nassau Ave Ne,Tacoma,WA,98422,Pierce County,47.294479,-122.400397,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
TCC Fresh Start,601 S 8th St,Tacoma,WA,98405,Pierce County,47.256297,-122.445715,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Tacoma School of the Arts,1102 A St,Tacoma,WA,98402,Pierce County,47.243356,-122.436797,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Madison Headstart,3102 S 43rd Street,Tacoma,WA,98409,Pierce County,47.219367,-122.476036,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Alternative Spcl Needs Div Occ,601 S 8TH ST,TACOMA,WA,98405,Pierce County,47.256359,-122.445791,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Helen B. Stafford Elementary,1615 South 92nd St,Tacoma,WA,98444,Pierce County,47.174329,-122.455713,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Day Reporting School,5501 6th Avenue,Tacoma,WA,98406,Pierce County,47.256669,-122.511408,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Angelo Giaudrone Middle School,4902 S Alaska St,Tacoma,WA,98408,Pierce County,47.21192,-122.459375,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Special Services,601 S. 8th Street,Tacoma,WA,98405,Pierce County,47.25606,-122.445526,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Science and Math Institute,5501 N. Pearl St,Tacoma,WA,98407,Pierce County,47.303228,-122.527872,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Tacoma Business Academy,1101 South Yakima,Tacoma,WA,98405,Pierce County,47.252203,-122.446866,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
First Creek Middle School,1801 E. 56th Street,Tacoma,WA,98404,Pierce County,47.209536,-122.405706,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Tacoma Pierce County Education Center,930 Tacoma Ave S,Tacoma,WA,98402,Pierce County,47.254312,-122.445519,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Fresh Start,601 S 8th Street,Tacoma,WA,98405,Pierce County,47.256056,-122.445879,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Industrial Design Engineering and Art,6701 S Park Ave,Tacoma,WA,98444,Pierce County,47.195829,-122.441328,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Hoyt Early Learning Center,2708 N Union Avenue,Tacoma,WA,98407,Pierce County,47.27219,-122.484551,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Taholah High School,600 CHITWHIN DR,TAHOLAH,WA,98587,Grays Harbor County,47.344146,-124.287469,"Aberdeen, WA",N
Taholah Elementary & Middle School,600 Chitwhin Dr.,Taholah,WA,98587,Grays Harbor County,47.344143,-124.287556,"Aberdeen, WA",N
Rock Creek Elementary,25700 Maple Valley Hwy SE,Maple Valley,WA,98038,King County,47.371918,-122.021492,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Glacier Park Elementary,23700 SE 280th Street,Maple Valley,WA,98038,King County,47.35164,-122.025408,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Maple View Middle School,18200 SE 240th ST,Covington,WA,98042,King County,47.38863,-122.100408,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Lake Wilderness Elementary,24216 Witte Road SE,Maple Valley,WA,98038,King County,47.384097,-122.046954,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Shadow Lake Elementary,22620 Sweeney Road SE,Maple Valley,WA,98038,King County,47.39887,-122.047025,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Tahoma Senior High School,23499 SE Tahoma Way,Maple Valley,WA,98038,King County,47.357522,-122.02911,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Tahoma Jr High,25600 SE Summit Landsburg Road,Ravensdale,WA,98051,King County,47.372791,-122.000163,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Summit Trail Middle School,25600 SE Summit Landsburg Rd,Ravensdale,WA,98051,King County,47.373,-122.003241,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Tahoma Elementary,24425 SE 216th ST,Maple Valley,WA,98038,King County,47.4073,-122.014691,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Cedar River Elementary,22615 Sweeney Rd SE,Maple Valley,WA,98038,King County,47.3987,-122.051161,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Tekoa Elementary School,200 N BROADWAY,TEKOA,WA,99033,Whitman County,47.224352,-117.071214,"Pullman, WA","Pullman-Moscow, WA-ID"
Tekoa High School,513 E HENKLE - 0869,TEKOA,WA,99033,Whitman County,47.223754,-117.067773,"Pullman, WA","Pullman-Moscow, WA-ID"
Tenino High School,500 West Second Ave,Tenino,WA,98589,Thurston County,46.858658,-122.855687,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Tenino Middle School,301 Old HWY 99 N,Tenino,WA,98589,Thurston County,46.861456,-122.848543,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Parkside Elementary,301 Central Avenue,Tenino,WA,98589,Thurston County,46.857193,-122.848844,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Tenino Elementary School,301 Old Highway 99 N,Tenino,WA,98589,Thurston County,46.861688,-122.848687,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Thorp Elem & Jr Sr High,10831 N THORP HWY,THORP,WA,98946,Kittitas County,47.06965,-120.676019,"Ellensburg, WA",N
Toledo Elementary School,311 S 6th St,Toledo,WA,98591,Lewis County,46.438814,-122.852847,"Centralia, WA","Seattle-Tacoma, WA"
Toledo High School,1242 State Route 505,Toledo,WA,98591,Lewis County,46.448871,-122.847279,"Centralia, WA","Seattle-Tacoma, WA"
Toledo Middle School,155 N 5th St,Toledo,WA,98591,Lewis County,46.440755,-122.849727,"Centralia, WA","Seattle-Tacoma, WA"
Cowlitz Prairie Academy,130 N. 5th Street,Toledo,WA,98591,Lewis County,46.440859,-122.849759,"Centralia, WA","Seattle-Tacoma, WA"
Tonasket Elementary School,35ES HIGHWAY 20,TONASKET,WA,98855,Okanogan County,48.702281,-119.432486,N,N
Tonasket High School,35HS HIGHWAY 20,TONASKET,WA,98855,Okanogan County,48.701741,-119.434535,N,N
Tonasket Middle School,35MS HIGHWAY 20,TONASKET,WA,98855,Okanogan County,48.700464,-119.433158,N,N
Garfield Elementary School,505 MADISON AVE,TOPPENISH,WA,98948,Yakima County,46.377081,-120.318753,"Yakima, WA",N
Lincoln Elementary School,309 NORTH ALDER STREET,TOPPENISH,WA,98948,Yakima County,46.381292,-120.305744,"Yakima, WA",N
Toppenish High School,141 WARD ROAD,TOPPENISH,WA,98948,Yakima County,46.381371,-120.334075,"Yakima, WA",N
Toppenish Middle School,104 GOLDENDALE AVENUE,TOPPENISH,WA,98948,Yakima County,46.383338,-120.313264,"Yakima, WA",N
Kirkwood Elementary School,403 SOUTH JUNIPER STREET,TOPPENISH,WA,98948,Yakima County,46.381079,-120.327331,"Yakima, WA",N
Computer Academy Toppenish High School,143 WARD RD,TOPPENISH,WA,98948,Yakima County,46.380651,-120.33432,"Yakima, WA",N
Toppenish Pre School,407 S. JUNIPER ST,TOPPENISH,WA,98948,Yakima County,46.380412,-120.326419,"Yakima, WA",N
Valley View Elementary,515 ZILLAH AVE,TOPPENISH,WA,98948,Yakima County,46.383427,-120.302111,"Yakima, WA",N
NW Allprep,237 Chkalov Ste 108,Vancouver,WA,98684,Clark County,45.62303,-122.556424,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
Touchet Elem & High School,90 CHAMPION STREET,TOUCHET,WA,99360,Walla Walla County,46.043544,-118.672787,"Walla Walla, WA",N
Toutle Lake High School,5050 Spirit Lake Hwy,Toutle,WA,98649,Cowlitz County,46.32363,-122.740481,"Longview, WA","Portland-Vancouver-Salem, OR-WA"
Toutle Lake Elementary,5050 Spirit Lake Hwy,Toutle,WA,98649,Cowlitz County,46.323581,-122.740519,"Longview, WA","Portland-Vancouver-Salem, OR-WA"
Trout Lake School,2310 Hwy 141,Trout Lake,WA,98650,Klickitat County,45.989171,-121.515808,N,N
Trout Lake Elementary,2310 Hwy 141,Trout Lake,WA,98650,Klickitat County,45.989106,-121.515548,N,N
Littlerock Elementary School,12710 Littlerock Rd SW,Olympia,WA,98512,Thurston County,46.90275,-123.016041,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Michael T Simmons Elementary,1205 2nd Avenue SW,Tumwater,WA,98512,Thurston County,47.005628,-122.912341,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Peter G Schmidt Elementary,237 Dennis Street SE,Tumwater,WA,98501,Thurston County,46.988367,-122.905296,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Tumwater High School,700 Israel Road,Tumwater,WA,98501,Thurston County,46.986199,-122.916269,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Tumwater Middle School,6335 Littlerock Road SW,Tumwater,WA,98512,Thurston County,46.991594,-122.925088,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
George Washington Bush Middle Sch,2120 83rd Avenue SW,Tumwater,WA,98512,Thurston County,46.96834,-122.927515,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Black Lake Elementary,6345 Belmore-Black Lake Road,Olympia,WA,98512,Thurston County,46.990994,-122.967209,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
New Market Skills Center,7299 New Market Street SW,Tumwater,WA,98501,Thurston County,46.982815,-122.914549,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
East Olympia Elementary,8700 Rich Road,Olympia,WA,98501,Thurston County,46.960862,-122.832025,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
