NAME,STREET,CITY,STATE,ZIP,NMCNTY,LAT,LON,NMCBSA,NMCSA
Medina Elementary School,8001 NE 8TH ST.,MEDINA,WA,98039,King County,47.616744,-122.233833,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Newport Heights Elementary,5225 119th Ave SE,Bellevue,WA,98006,King County,47.552183,-122.171468,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Newport Senior High School,4333 Factoria Boulevard SE,Bellevue,WA,98006,King County,47.5675,-122.171965,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Odle Middle School,502 143rd Avenue NE,Bellevue,WA,98007,King County,47.614756,-122.149267,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Phantom Lake Elementary,1050  160th Avenue SE,Bellevue,WA,98008,King County,47.60032,-122.125595,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Sammamish Senior High,100  140th Avenue SE,Bellevue,WA,98005,King County,47.60802,-122.152288,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Sherwood Forest Elementary,16411 NE 24th Street,Bellevue,WA,98008,King County,47.630858,-122.120343,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Somerset Elementary School,14100 Somerset Boulevard SE,Bellevue,WA,98006,King County,47.563241,-122.151828,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Spiritridge Elementary School,16401 SE 24th Street,Bellevue,WA,98008,King County,47.587901,-122.120123,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Stevenson Elementary,14220 NE 8th Street,Bellevue,WA,98007,King County,47.617838,-122.150647,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Puesta del Sol Elementary School,3810  132nd Avenue SE,Bellevue,WA,98006,King County,47.575881,-122.163838,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Tillicum Middle School,11650 SE 60th,Bellevue,WA,98006,King County,47.550397,-122.18397,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Tyee Middle School,13630 S.E. Allen Road,Bellevue,WA,98006,King County,47.573936,-122.158635,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Woodridge Elementary,12619 SE 20th Place,Bellevue,WA,98005,King County,47.591957,-122.172876,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
International School,445 128th Ave SE,Bellevue,WA,98005,King County,47.604123,-122.170332,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Bellevue Big Picture School,14844 SE 22nd Street,Bellevue,WA,98007,King County,47.592108,-122.141825,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Central Educational Services,12111 NE 1st Street,Bellevue,WA,98005,King County,47.61063,-122.178321,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Jing Mei Elementary School,12635 SE 56th Street,Bellevue,WA,98006,King County,47.55148,-122.171361,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Grad Alliance Program,12111 NE 1ST STREET,BELLEVUE,WA,98005,King County,47.610691,-122.178689,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Alderwood Elementary School,3400 Hollywood Ave,Bellingham,WA,98225,Whatcom County,48.778834,-122.52707,"Bellingham, WA",N
Bellingham High School,2020 Cornwall Ave,Bellingham,WA,98225,Whatcom County,48.75694,-122.474074,"Bellingham, WA",N
Birchwood Elementary School,3200 Pinewood Ave,Bellingham,WA,98225,Whatcom County,48.774754,-122.506305,"Bellingham, WA",N
Carl Cozier Elementary School,1330 Lincoln St,Bellingham,WA,98229,Whatcom County,48.745813,-122.461566,"Bellingham, WA",N
Columbia Elementary School,2508 Utter St,Bellingham,WA,98225,Whatcom County,48.76348,-122.492381,"Bellingham, WA",N
Fairhaven Middle School,110 Park Ridge Rd,Bellingham,WA,98225,Whatcom County,48.714634,-122.50327,"Bellingham, WA",N
Geneva Elementary School,1401 Geneva St,Bellingham,WA,98229,Whatcom County,48.748152,-122.402449,"Bellingham, WA",N
Happy Valley Elementary School,1041 24th St,Bellingham,WA,98225,Whatcom County,48.722344,-122.485178,"Bellingham, WA",N
Lowell Elementary School,935 14th St,Bellingham,WA,98225,Whatcom County,48.724402,-122.499083,"Bellingham, WA",N
Parkview Elementary School,3033 Coolidge Dr,Bellingham,WA,98225,Whatcom County,48.771147,-122.478964,"Bellingham, WA",N
Roosevelt Elementary School,2900 Yew St,Bellingham,WA,98226,Whatcom County,48.768388,-122.442862,"Bellingham, WA",N
Sehome High School,2700 Bill McDonald Pkwy,Bellingham,WA,98225,Whatcom County,48.727232,-122.481552,"Bellingham, WA",N
Shuksan Middle School,2717 Alderwood Ave,Bellingham,WA,98225,Whatcom County,48.779308,-122.501357,"Bellingham, WA",N
Silver Beach Elementary School,4101 Academy St,Bellingham,WA,98226,Whatcom County,48.768287,-122.416819,"Bellingham, WA",N
Sunnyland Elementary School,2800 James St,Bellingham,WA,98226,Whatcom County,48.767292,-122.464429,"Bellingham, WA",N
Whatcom Middle School,810 Halleck St,Bellingham,WA,98225,Whatcom County,48.75897,-122.48032,"Bellingham, WA",N
Options High School,2020 Cornwall Ave,Bellingham,WA,98225,Whatcom County,48.75644,-122.473541,"Bellingham, WA",N
Kulshan Middle School,1250 Kenoyer Dr,Bellingham,WA,98229,Whatcom County,48.745412,-122.432602,"Bellingham, WA",N
Home Port Learning Center,707 Astor St,Bellingham,WA,98225,Whatcom County,48.754311,-122.484965,"Bellingham, WA",N
Squalicum High School,3773 E McLeod Rd,Bellingham,WA,98226,Whatcom County,48.784229,-122.422766,"Bellingham, WA",N
Visions (Seamar Youth Center),1603 E Illinois St,Bellingham,WA,98226,Whatcom County,48.768484,-122.452921,"Bellingham, WA",N
Northern Heights Elementary Schl,4000 Magrath Rd,Bellingham,WA,98226,Whatcom County,48.78657,-122.419031,"Bellingham, WA",N
Wade King Elementary School,2155 Yew Street Rd,Bellingham,WA,98229,Whatcom County,48.717395,-122.44184,"Bellingham, WA",N
Cordata Elementary School,4420 Aldrich Rd,Bellingham,WA,98226,Whatcom County,48.802095,-122.506204,"Bellingham, WA",N
Bellingham Family Partnership Program,1409 18th St,Bellingham,WA,98225,Whatcom County,48.71896,-122.494111,"Bellingham, WA",N
Bellingham Re-Engagement Program,1306 Dupont St,Bellingham,WA,98225,Whatcom County,48.75927,-122.487031,"Bellingham, WA",N
Benge Elementary,2978 E BENGE WINONA RD,BENGE,WA,99105,Adams County,46.910727,-118.099834,"Othello, WA","Moses Lake-Othello, WA"
Bethel High School,22215 38th Avenue East,Spanaway,WA,98387,Pierce County,47.054484,-122.378127,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Bethel Middle School,22201 38th Avenue East,Spanaway,WA,98387,Pierce County,47.058169,-122.378588,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Chester H Thompson Elementary,303 159TH ST E,TACOMA,WA,98445,Pierce County,47.113664,-122.428201,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Clover Creek Elementary,16715 36th Avenue East,Tacoma,WA,98446,Pierce County,47.103155,-122.379168,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Elk Plain School of Choice,22015 22nd Avenue East,Spanaway,WA,98397,Pierce County,47.056431,-122.399097,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Kapowsin Elementary,10412 264th Street East,Graham,WA,98338,Pierce County,47.015945,-122.293029,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Roy Elementary,340 Peterson St,ROY,WA,98580,Pierce County,47.001523,-122.541921,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Spanaway Elementary,412 165th St S,Spanaway,WA,98387,Pierce County,47.10714,-122.438301,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Spanaway Middle School,15701 B Street East,Tacoma,WA,98445,Pierce County,47.115078,-122.428336,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Frontier Middle School,22110 108th Avenue East,Graham,WA,98338,Pierce County,47.055648,-122.288139,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Evergreen Elementary,1311  172nd Street East,Spanaway,WA,98387,Pierce County,47.101532,-122.41173,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Naches Trail Elementary,15305 Waller Road East,Tacoma,WA,98446,Pierce County,47.117497,-122.388104,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Shining Mountain Elementary,21615 38th Ave E,Spanaway,WA,98387,Pierce County,47.060087,-122.377643,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Cedarcrest Middle School,191201 13th Avenue Crt. E.,Spanaway,WA,98387,Pierce County,47.084079,-122.414346,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Spanaway Lake High School,1305 168th Street East,Spanaway,WA,98387,Pierce County,47.10564,-122.412366,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Rocky Ridge Elementary,6514 260th Street East,Graham,WA,98338,Pierce County,47.019789,-122.345499,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Challenger High School,18020 B Street East,Spanaway,WA,98387,Pierce County,47.092412,-122.42969,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Camas Prairie Elementary,320  176th Street East,Spanaway,WA,98387,Pierce County,47.09633,-122.427443,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Graham Elementary,10026 204th Street East,Graham,WA,98338,Pierce County,47.070415,-122.296894,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Centennial Elementary Bethel,24323 54th Avenue East,Graham,WA,98338,Pierce County,47.035785,-122.355676,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Shining Mountain Preschool,21917 38th Ave E,Spanaway,WA,98387,Pierce County,47.059641,-122.378721,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Pioneer Valley Elementary,7315 Eustis Hunt Road,Spanaway,WA,98387,Pierce County,47.07092,-122.330432,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
North Star Elementary,7719 224th Street East,Graham,WA,98338,Pierce County,47.054591,-122.328317,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
SpEd Preschool,303 159th Street E,Tacoma,WA,98445,Pierce County,47.112949,-122.426902,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Graham Kapowsin High School,22100 108th Ave E,Graham,WA,98338,Pierce County,47.057848,-122.286904,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Thompson Preschool,15616 5th Ave E,Tacoma,WA,98445,Pierce County,47.112925,-122.426039,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Pioneer Valley Preschool,7315 Eustis Hunt Rd,Spanaway,WA,98387,Pierce County,47.070804,-122.330154,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Elk Plain Head Start,22015 22nd Ave E,Spanaway,WA,98387,Pierce County,47.056451,-122.399125,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Cougar Mountain Middle School,5108 260th St. East,Graham,WA,98338,Pierce County,47.019477,-122.361961,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
ECEAP W,303 159th Street E,Tacoma,WA,98445,Pierce County,47.112949,-122.426902,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Spanaway Elementary Preschool,215 166th St S,Spanaway,WA,98387,Pierce County,47.10712,-122.435991,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Spanaway Elementary ECEAP,215 166th St S,Spanaway,WA,98387,Pierce County,47.10712,-122.435991,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Frederickson Elementary,17418 74TH AVE E,PUYALLUP,WA,98375,Pierce County,47.099529,-122.331328,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Pierce County Skills Center,16117 Canyon Rd E,Puyallup,WA,98375,Pierce County,47.109551,-122.356678,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Nelson Elementary School,22109 108th Ave E,Graham,WA,98375,Pierce County,47.055426,-122.285858,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Liberty Middle School,7319 Eustis-Hunt Rd E,Spanaway,WA,98387,Pierce County,47.069286,-122.329564,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Birth to Three,303 159th Street E,Tacoma,WA,98445,Pierce County,47.112949,-122.426902,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Acceleration Academy,16218 Pacific Ave,Spanaway,WA,98387,Pierce County,47.109051,-122.435396,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Bethel Elementary Learning Academy,16117 Canyon Road East,Puyallup,WA,98375,Pierce County,47.10886,-122.356071,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Bickleton Elementary & High Schl,3626 Bickleton Highway,Bickleton,WA,99322,Klickitat County,45.999168,-120.292293,N,N
Blaine Elementary School,836 MITCHELL AVE,BLAINE,WA,98230,Whatcom County,48.992597,-122.741054,"Bellingham, WA",N
Blaine Middle School,975 H STREET,BLAINE,WA,98230,Whatcom County,48.992717,-122.738327,"Bellingham, WA",N
Blaine High School,1055 H STREET,BLAINE,WA,98230,Whatcom County,48.993232,-122.737014,"Bellingham, WA",N
Point Roberts Primary,PT. ROBERTS PRIMARY,POINT ROBERTS,WA,98281,Whatcom County,48.990179,-123.04239,"Bellingham, WA",N
Blaine Primary School,820 BOBLETT ST,BLAINE,WA,98230,Whatcom County,48.991532,-122.740023,"Bellingham, WA",N
Blaine Home Connections,580 C Street,Blaine,WA,98230,Whatcom County,48.999701,-122.744579,"Bellingham, WA",N
Blaine Re-Engagement,Bellingham Technical College,Bellingham,WA,98225,Whatcom County,48.765703,-122.510531,"Bellingham, WA",N
Boistfort Elem,983 Boistfort Road,Curtis,WA,98538,Lewis County,46.54941,-123.132715,"Centralia, WA","Seattle-Tacoma, WA"
Armin Jahr Elementary,800 Dibb Street,Bremerton,WA,98310,Kitsap County,47.592825,-122.635621,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Crownhill Elementary School,1500 Rocky Point Rd,Bremerton,WA,98312,Kitsap County,47.574918,-122.665253,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Bremerton High School,1500 13th Street,Bremerton,WA,98337,Kitsap County,47.573357,-122.639196,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Naval Avenue Elementary School,900 Olympic Avenue,Bremerton,WA,98312,Kitsap County,47.569588,-122.648484,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
West Hills S.T.E.M. Academy,520 S National Ave,Bremerton,WA,98312,Kitsap County,47.557251,-122.666876,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
View Ridge Elementary School,3250 Spruce Avenue,Bremerton,WA,98310,Kitsap County,47.593357,-122.627272,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Kitsap Lake Elementary,1111 Carr Blvd.,Bremerton,WA,98312,Kitsap County,47.571826,-122.693192,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Mountain View Middle School,2400 Perry Avenue,Bremerton,WA,98310,Kitsap County,47.58178,-122.61204,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Morgan Center School,1500 13th Street,Bremerton,WA,98337,Kitsap County,47.57327,-122.63874,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
West Sound Technical Skills Center,101 National Avenue,Bremerton,WA,98312,Kitsap County,47.564941,-122.669376,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Renaissance Alternative High School,3400 1st Street,Bremerton,WA,98312,Kitsap County,47.56223,-122.661816,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Bremerton Home Link Program,1500 Rocky Point Rd,Bremerton,WA,98312,Kitsap County,47.575495,-122.666043,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Special Services,134 Marion Ave N,Bremerton,WA,98312,Kitsap County,47.565085,-122.661846,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Career & Academic Re-engagement Center,134 Marion Ave N,Bremerton,WA,98312,Kitsap County,47.56466,-122.661711,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Brewster Elementary School,502 S. 7th St.,BREWSTER,WA,98812,Okanogan County,48.094166,-119.787775,N,N
Brewster High School,503 S. 7th St.,BREWSTER,WA,98812,Okanogan County,48.094182,-119.787742,N,N
Brewster Middle School,422 S 7TH ST,BREWSTER,WA,98812,Okanogan County,48.094394,-119.785556,N,N
Brewster Alternative School,520 W Main,Brewster,WA,98812,Okanogan County,48.099403,-119.783327,N,N
Bridgeport Elementary,1400 Tacoma Ave,BRIDGEPORT,WA,98813,Douglas County,48.005585,-119.675029,"Wenatchee, WA",N
Bridgeport High School,1220 Kryger Ave,BRIDGEPORT,WA,98813,Douglas County,48.006772,-119.675919,"Wenatchee, WA",N
Bridgeport Middle School,1300 Douglas,Bridgeport,WA,98813,Douglas County,48.00748,-119.675229,"Wenatchee, WA",N
Bridgeport Aurora High School,1400 Tacoma,BRIDGEPORT,WA,98813,Douglas County,48.007489,-119.675216,"Wenatchee, WA",N
Brinnon Elementary,46 SCHOOLHOUSE RD,BRINNON,WA,98320,Jefferson County,47.697236,-122.903178,N,N
Allen Elementary,17145 COOK ROAD,BOW,WA,98232,Skagit County,48.50927,-122.374101,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
Burlington Edison High School,301 N BURLINGTON BLVD,BURLINGTON,WA,98233,Skagit County,48.477864,-122.336961,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
Edison Elementary - Burlington/Edison,5801 MAIN ST,EDISON,WA,98232,Skagit County,48.561421,-122.438212,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
Lucille Umbarger Elementary,820 S SKAGIT ST,BURLINGTON,WA,98233,Skagit County,48.46919,-122.317462,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
West View Elementary,515 W VICTORIA AVE,BURLINGTON,WA,98233,Skagit County,48.47727,-122.341278,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
Bay View Elementary,15241 JOSH WILSON RD,BURLINGTON,WA,98233,Skagit County,48.488071,-122.417621,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
BECC,927 E FAIRHAVEN AVE,BURLINGTON,WA,98233,Skagit County,48.475793,-122.322358,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
Burlington-Edison Alternative School,301 N Burlington Blvd,Burlington,WA,98233,Skagit County,48.477877,-122.336972,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
Lacamas Heights Elementary,4600 NE Garfield Street,Camas,WA,98607,Clark County,45.613036,-122.402816,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
Dorothy Fox,2623 NW Sierra St,Camas,WA,98607,Clark County,45.598538,-122.430419,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
Helen Baller Elem,1954 NE Garfield Street,Camas,WA,98607,Clark County,45.593478,-122.402219,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
Skyridge Middle School,5220 NW Parker Street,Camas,WA,98607,Clark County,45.615605,-122.447451,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
Prune Hill Elem,1601 NW Tidland St,Camas,WA,98607,Clark County,45.590453,-122.455933,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
Liberty Middle School,1612 NE Garfield St,Camas,WA,98607,Clark County,45.591956,-122.402476,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
Papermaker Preschool,26900 SE 15th St,Camas,WA,98607,Clark County,45.612345,-122.398635,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
Camas High School,26900 SE 15TH ST,Camas,WA,98607,Clark County,45.612345,-122.398635,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
Hayes Freedom High School,1919 NE Ione St,Camas,WA,98607,Clark County,45.594041,-122.401361,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
Grass Valley Elementary,3000 NE Grass Valley Dr,Camas,WA,98607,Clark County,45.610759,-122.441068,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
Woodburn Elementary,2400 NE Woodburn Dr,Camas,WA,98607,Clark County,45.603309,-122.385956,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
Clallam Bay High & Elementary,16-933 HWY 112,Clallam Bay,WA,98326,Clallam County,48.25212,-124.258689,"Port Angeles, WA",N
Neah Bay Junior/ Senior High School,3560 Deer Street,Neah Bay,WA,98357,Clallam County,48.363242,-124.622425,"Port Angeles, WA",N
Cape Flattery Preschool,13193 HWY 112,Sekiu,WA,98381,Clallam County,48.26604,-124.332761,"Port Angeles, WA",N
Neah Bay Elementary School,3560 Deer Street,Neah Bay,WA,98357,Clallam County,48.363207,-124.622422,"Port Angeles, WA",N
Carbonado Historical School 19,427 4th St,Carbonado,WA,98323,Pierce County,47.081361,-122.054337,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Icicle River Middle School,10195 Titus Rd,Leavenworth,WA,98826,Chelan County,47.602047,-120.656115,"Wenatchee, WA",N
Peshastin Dryden Elementary,10001 School St,Peshastin,WA,98847,Chelan County,47.567957,-120.602823,"Wenatchee, WA",N
Osborn Elementary,225 Central Ave,Leavenworth,WA,98826,Chelan County,47.598255,-120.663934,"Wenatchee, WA",N
Cascade High School,10190 Chumstick Hwy,Leavenworth,WA,98826,Chelan County,47.601802,-120.654468,"Wenatchee, WA",N
Beaver Valley School,19265 Beaver Valley Rd,Leavenworth,WA,98826,Chelan County,47.769865,-120.665221,"Wenatchee, WA",N
Cascade Home-Link,330 Evans Street,Leavenworth,WA,98826,Chelan County,47.597786,-120.663811,"Wenatchee, WA",N
CASHMERE HIGH SCHOOL,329 Tigner Road,Cashmere,WA,98815,Chelan County,47.512999,-120.4791,"Wenatchee, WA",N
CASHMERE MIDDLE SCHOOL,300 Tigner Road,Cashmere,WA,98815,Chelan County,47.516301,-120.477478,"Wenatchee, WA",N
VALE ELEMENTARY SCHOOL,101 Pioneer Avenue,Cashmere,WA,98815,Chelan County,47.518006,-120.471443,"Wenatchee, WA",N
Castle Rock Elementary,700 HUNTINGTON AVE S,CASTLE ROCK,WA,98611,Cowlitz County,46.270926,-122.905367,"Longview, WA","Portland-Vancouver-Salem, OR-WA"
Castle Rock High School,5180 WESTSIDE HWY,CASTLE ROCK,WA,98611,Cowlitz County,46.282336,-122.917566,"Longview, WA","Portland-Vancouver-Salem, OR-WA"
Castle Rock Middle School,615 FRONT AVE SW,CASTLE ROCK,WA,98611,Cowlitz County,46.2717,-122.9078,"Longview, WA","Portland-Vancouver-Salem, OR-WA"
