NAME,CITY,STATE,ZIP,CNTY,NMCNTY,CD,SLDL,SLDU,SCHOOLYEAR
Residential Consortium,SEATTLE,WA,98119,53033,King County,5307,53036,53036,2017-2018
Interagency Detention School,SEATTLE,WA,98122,53033,King County,5309,53037,53037,2017-2018
South Shore PK-8 School,SEATTLE,WA,98118,53033,King County,5309,53037,53037,2017-2018
Hutch School,SEATTLE,WA,98109,53033,King County,5307,53043,53043,2017-2018
Birth to 3 Contracts,Seattle,WA,98134,53033,King County,5307,53011,53011,2017-2018
Private School Services,Seattle,WA,98124,53033,King County,5307,53036,53036,2017-2018
Hazel Wolf K-8,Seattle,WA,98125,53033,King County,5307,53046,53046,2017-2018
Sand Point Elementary,Seattle,WA,98115,53033,King County,5307,53046,53046,2017-2018
Queen Anne Elementary,Seattle,WA,98109,53033,King County,5307,53036,53036,2017-2018
McDonald International School,Seattle,WA,98105,53033,King County,5307,53043,53043,2017-2018
Viewlands Elementary School,SEATTLE,WA,98177,53033,King County,5307,53036,53036,2017-2018
Rainier View Elementary School,SEATTLE,WA,98178,53033,King County,5309,53037,53037,2017-2018
Cascadia Elementary,Seattle,WA,98115,53033,King County,5307,53046,53046,2017-2018
Seattle Skills Center,Seattle,WA,98124,53033,King County,5307,53011,53011,2017-2018
Louisa Boren STEM K-8,Seattle,WA,98106,53033,King County,5307,53034,53034,2017-2018
Jane Addams Middle School,Seattle,WA,98125,53033,King County,5307,53046,53046,2017-2018
Fairmount Park Elementary School,SEATTLE,WA,98126,53033,King County,5307,53034,53034,2017-2018
Interagency Open Doors,Seattle,WA,98118,53033,King County,5309,53037,53037,2017-2018
Bridges Transition,Seattle,WA,98108,53033,King County,5307,53011,53011,2017-2018
Meany Middle School,Seattle,WA,98112,53033,King County,5307,53043,53043,2017-2018
Cedar Park Elementary School,Seattle,WA,98125,53033,King County,5307,53046,53046,2017-2018
SVI 1418 Re-Engagement Program,Seattle,WA,98244,53033,King County,5309,53037,53037,2017-2018
Decatur Elementary School,Seattle,WA,98115,53033,King County,5307,53046,53046,2017-2018
Robert Eagle Staff Middle School,Seattle,WA,98103,53033,King County,5307,53046,53046,2017-2018
Central Elementary School,Sedro-Woolley,WA,98284,53057,Skagit County,5302,53039,53039,2017-2018
Big Lake Elementary School,Mount Vernon,WA,98274,53057,Skagit County,5301,53010,53010,2017-2018
Cascade Middle School,Sedro-Woolley,WA,98284,53057,Skagit County,5302,53039,53039,2017-2018
Clear Lake Elementary School,Clear Lake,WA,98235,53057,Skagit County,5301,53039,53039,2017-2018
Evergreen Elementary School,Sedro-Woolley,WA,98284,53057,Skagit County,5302,53039,53039,2017-2018
Lyman Elementary School,Lyman,WA,98263,53057,Skagit County,5301,53039,53039,2017-2018
Mary Purcell Elementary School,Sedro-Woolley,WA,98284,53057,Skagit County,5302,53039,53039,2017-2018
Samish Elementary School,Sedro-Woolley,WA,98284,53057,Skagit County,5302,53039,53039,2017-2018
Sedro Woolley Senior High School,Sedro-Woolley,WA,98284,53057,Skagit County,5302,53039,53039,2017-2018
State Street High School,Sedro-Woolley,WA,98284,53057,Skagit County,5302,53039,53039,2017-2018
Good Beginnings Center,Sedro-Woolley,WA,98273,53057,Skagit County,5302,53039,53039,2017-2018
Connections Academy,Sedro-Woolley,WA,98284,53057,Skagit County,5301,53039,53039,2017-2018
Selah High School,Selah,WA,98942,53077,Yakima County,5304,53015,53015,2017-2018
Selah Academy,Selah,WA,98942,53077,Yakima County,5304,53015,53015,2017-2018
Robert Lince Early Learning Center,Selah,WA,98942,53077,Yakima County,5304,53015,53015,2017-2018
Selah HomeLink,Selah,WA,98942,53077,Yakima County,5304,53015,53015,2017-2018
SELAH ACADEMY REENGAGEMENT PROGRAM,Selah,WA,98942,53077,Yakima County,5304,53015,53015,2017-2018
John Campbell Primary School,Selah,WA,98942,53077,Yakima County,5304,53015,53015,2017-2018
Selah Intermediate School,Selah,WA,98942,53077,Yakima County,5304,53015,53015,2017-2018
Selah Middle School,Selah,WA,98942,53077,Yakima County,5304,53015,53015,2017-2018
Selkirk Elementary,Metaline Falls,WA,99153,53051,Pend Oreille County,5305,53007,53007,2017-2018
Selkirk Middle School,Ione,WA,99139,53051,Pend Oreille County,5305,53007,53007,2017-2018
Selkirk High School,Ione,WA,99139,53051,Pend Oreille County,5305,53007,53007,2017-2018
Helen Haller Elementary School,Sequim,WA,98382,53009,Clallam County,5306,53024,53024,2017-2018
Sequim Senior High,Sequim,WA,98382,53009,Clallam County,5306,53024,53024,2017-2018
Greywolf Elementary School,Sequim,WA,98382,53009,Clallam County,5306,53024,53024,2017-2018
Sequim Community School,Sequim,WA,98382,53009,Clallam County,5306,53024,53024,2017-2018
Sequim Middle School,Sequim,WA,98382,53009,Clallam County,5306,53024,53024,2017-2018
Shaw Island Elementary School,Shaw Island,WA,98286,53055,San Juan County,5302,53040,53040,2017-2018
Bordeaux Elementary School,Shelton,WA,98584,53045,Mason County,5310,53035,53035,2017-2018
Evergreen Elementary School,Shelton,WA,98584,53045,Mason County,5310,53035,53035,2017-2018
Mountain View Elementary,Shelton,WA,98584,53045,Mason County,5310,53035,53035,2017-2018
Shelton High School,Shelton,WA,98584,53045,Mason County,5310,53035,53035,2017-2018
Choice Alternative School,Shelton,WA,98584,53045,Mason County,5310,53035,53035,2017-2018
Oakland Bay Junior High School,Shelton,WA,98584,53045,Mason County,5310,53035,53035,2017-2018
Mason County Detention Center,Shelton,WA,98584,53045,Mason County,5310,53035,53035,2017-2018
Olympic Middle School,Shelton,WA,98584,53045,Mason County,5310,53035,53035,2017-2018
Meridian Park Elementary School,Shoreline,WA,98133,53033,King County,5307,53032,53032,2017-2018
Albert Einstein Middle School,Shoreline,WA,98177,53033,King County,5307,53032,53032,2017-2018
Briarcrest Elementary,Shoreline,WA,98155,53033,King County,5307,53032,53032,2017-2018
Brookside Elementary,Lake Forest Park,WA,98155,53033,King County,5307,53046,53046,2017-2018
Echo Lake Elementary School,Shoreline,WA,98133,53033,King County,5307,53032,53032,2017-2018
Highland Terrace Elementary,Shoreline,WA,98133,53033,King County,5307,53032,53032,2017-2018
Kellogg Middle School,Shoreline,WA,98155,53033,King County,5307,53032,53032,2017-2018
Lake Forest Park Elementary,Lake Forest Park,WA,98155,53033,King County,5307,53046,53046,2017-2018
Melvin G Syre Elementary,Shoreline,WA,98177,53033,King County,5307,53032,53032,2017-2018
Parkwood Elementary,Shoreline,WA,98133,53033,King County,5307,53032,53032,2017-2018
Ridgecrest Elementary,Shoreline,WA,98155,53033,King County,5307,53032,53032,2017-2018
Shorecrest High School,Shoreline,WA,98155,53033,King County,5307,53032,53032,2017-2018
Shorewood High School,Shoreline,WA,98133,53033,King County,5307,53032,53032,2017-2018
Handicapped Contractual Services,Shoreline,WA,98155,53033,King County,5307,53032,53032,2017-2018
Home Education Exchange,Shoreline,WA,98155,53033,King County,5307,53032,53032,2017-2018
Fircrest Residential Habilitation,Shoreline,WA,98155,53033,King County,5307,53032,53032,2017-2018
Cascade K-8 Community School,Shoreline,WA,98155,53033,King County,5307,53032,53032,2017-2018
Early Childhood Education,Shoreline,WA,98155,53033,King County,5307,53032,53032,2017-2018
Head Start,Shoreline,WA,98155,53033,King County,5307,53032,53032,2017-2018
Skamania Elementary,Skamania,WA,98648,53059,Skamania County,5303,53014,53014,2017-2018
Skykomish Elementary School,Skykomish,WA,98288,53033,King County,5301,53039,53039,2017-2018
Skykomish High School,Skykomish,WA,98288,53033,King County,5301,53039,53039,2017-2018
Centennial Middle School,Snohomish,WA,98290,53061,Snohomish County,5301,53044,53044,2017-2018
Cathcart Elementary,Snohomish,WA,98296,53061,Snohomish County,5301,53001,53001,2017-2018
Central Elementary,Snohomish,WA,98290,53061,Snohomish County,5301,53044,53044,2017-2018
Emerson Elementary,Snohomish,WA,98290,53061,Snohomish County,5301,53044,53044,2017-2018
Machias Elementary,Snohomish,WA,98290,53061,Snohomish County,5301,53039,53039,2017-2018
Riverview Elementary,Snohomish,WA,98290,53061,Snohomish County,5301,53044,53044,2017-2018
Snohomish High School,Snohomish,WA,98290,53061,Snohomish County,5301,53044,53044,2017-2018
Valley View Middle School,Snohomish,WA,98296,53061,Snohomish County,5301,53001,53001,2017-2018
High School Re Entry,Snohomish,WA,98290,53061,Snohomish County,5301,53044,53044,2017-2018
Seattle Hill Elementary,Everett,WA,98208,53061,Snohomish County,5301,53044,53044,2017-2018
Dutch Hill Elementary,Snohomish,WA,98290,53061,Snohomish County,5301,53044,53044,2017-2018
AIM High School,Snohomish,WA,98290,53061,Snohomish County,5301,53044,53044,2017-2018
Cascade View Elementary,Snohomish,WA,98290,53061,Snohomish County,5301,53044,53044,2017-2018
Totem Falls,Snohomish,WA,98296,53061,Snohomish County,5301,53044,53044,2017-2018
Snohomish Center,Snohomish,WA,98290,53061,Snohomish County,5301,53044,53044,2017-2018
Snohomish Online Learning,Snohomish,WA,98290,53061,Snohomish County,5301,53044,53044,2017-2018
Parent Partnerhip,Snohomish,WA,98290,53061,Snohomish County,5301,53044,53044,2017-2018
Little Cedars Elementary School,Snohomish,WA,98296,53061,Snohomish County,5301,53044,53044,2017-2018
Glacier Peak High School,Snohomish,WA,98296,53061,Snohomish County,5301,53044,53044,2017-2018
Fall City Elementary,FALL CITY,WA,98024,53033,King County,5308,53005,53005,2017-2018
Mount Si High School,SNOQUALMIE,WA,98065,53033,King County,5308,53005,53005,2017-2018
North Bend Elementary School,NORTH BEND,WA,98045,53033,King County,5308,53005,53005,2017-2018
Snoqualmie Elementary,SNOQUALMIE,WA,98065,53033,King County,5308,53005,53005,2017-2018
Two Rivers School,NORTH BEND,WA,98045,53033,King County,5308,53005,53005,2017-2018
Edwin R Opstad Elementary,NORTH BEND,WA,98045,53033,King County,5308,53005,53005,2017-2018
Chief Kanim Middle School,FALL CITY,WA,98024,53033,King County,5308,53005,53005,2017-2018
Cascade View Elementary School,Snoqualmie,WA,98065,53033,King County,5308,53005,53005,2017-2018
Twin Falls Middle School,North Bend,WA,98045,53033,King County,5301,53005,53005,2017-2018
Snoqualmie Access,Snoqualmie,WA,98065,53033,King County,5308,53005,53005,2017-2018
Snoqualmie Parent Partnership Program,North Bend,WA,98045,53033,King County,5308,53005,53005,2017-2018
SVSD OPEN DOORS,SNOQUALMIE,WA,98065,53033,King County,5308,53005,53005,2017-2018
Timber Ridge Elementary School,SNOQUALMIE,WA,98065,53033,King County,5308,53005,53005,2017-2018
Soap Lake Elementary,SOAP LAKE,WA,98851,53025,Grant County,5304,53012,53012,2017-2018
Soap Lake Middle & High School,SOAP LAKE,WA,98851,53025,Grant County,5304,53012,53012,2017-2018
Smokiam Alternative High School,SOAP LAKE,WA,98851,53025,Grant County,5304,53012,53012,2017-2018
Chauncey Davis Elementary,SOUTH BEND,WA,98586,53049,Pacific County,5303,53019,53019,2017-2018
South Bend High School,South Bend,WA,98586,53049,Pacific County,5303,53019,53019,2017-2018
South Bend Home Link,South Bend,WA,98586,53049,Pacific County,5303,53019,53019,2017-2018
Pacific County Jail,South Bend,WA,98586,53049,Pacific County,5303,53019,53019,2017-2018
Foster Senior High School,Tukwila,WA,98168,53033,King County,5309,53011,53011,2017-2018
Showalter Middle School,SEATTLE,WA,98168,53033,King County,5309,53011,53011,2017-2018
Thorndyke Elementary,SEATTLE,WA,98188,53033,King County,5309,53011,53011,2017-2018
Tukwila Elementary,TUKWILA,WA,98168,53033,King County,5309,53011,53011,2017-2018
Cascade View Elementary,Tukwila,WA,98168,53033,King County,5309,53011,53011,2017-2018
Gateway,Des Moines,WA,98198,53033,King County,5309,53033,53033,2017-2018
Youthsource,Renton,WA,98056,53033,King County,5309,53011,53011,2017-2018
Burley Glenwood Elementary,PORT ORCHARD,WA,98367,53035,Kitsap County,5306,53026,53026,2017-2018
Cedar Heights Middle School,PORT ORCHARD,WA,98366,53035,Kitsap County,5306,53026,53026,2017-2018
East Port Orchard Elementary,PORT ORCHARD,WA,98366,53035,Kitsap County,5306,53026,53026,2017-2018
Manchester Elementary School,PORT ORCHARD,WA,98366,53035,Kitsap County,5306,53026,53026,2017-2018
Marcus Whitman Middle School,PORT ORCHARD,WA,98366,53035,Kitsap County,5306,53026,53026,2017-2018
Olalla Elementary School,PORT ORCHARD,WA,98359,53035,Kitsap County,5306,53026,53026,2017-2018
Orchard Heights Elementary,PORT ORCHARD,WA,98366,53035,Kitsap County,5306,53026,53026,2017-2018
Discovery,PORT ORCHARD,WA,98366,53035,Kitsap County,5306,53026,53026,2017-2018
South Colby Elementary,Port Orchard,WA,98366,53035,Kitsap County,5306,53026,53026,2017-2018
South Kitsap High School,PORT ORCHARD,WA,98366,53035,Kitsap County,5306,53026,53026,2017-2018
Sunnyslope Elementary School,PORT ORCHARD,WA,98367,53035,Kitsap County,5306,53035,53035,2017-2018
John Sedgwick Middle School,PORT ORCHARD,WA,98366,53035,Kitsap County,5306,53026,53026,2017-2018
Hidden Creek Elementary School,PORT ORCHARD,WA,98367,53035,Kitsap County,5306,53026,53026,2017-2018
Mullenix Ridge Elementary School,PORT ORCHARD,WA,98367,53035,Kitsap County,5306,53026,53026,2017-2018
Sidney Glen Elementary School,PORT ORCHARD,WA,98366,53035,Kitsap County,5306,53026,53026,2017-2018
Explorer Academy,PORT ORCHARD,WA,98366,53035,Kitsap County,5306,53026,53026,2017-2018
Madrona Heights PreSchool Program,Port Orchard,WA,98366,53035,Kitsap County,5306,53026,53026,2017-2018
South Whidbey Middle,Langley,WA,98260,53029,Island County,5302,53010,53010,2017-2018
South Whidbey High School,Langley,WA,98260,53029,Island County,5302,53010,53010,2017-2018
South Whidbey Academy,Langley,WA,98260,53029,Island County,5302,53010,53010,2017-2018
South Whidbey Special Services,Langley,WA,98260,53029,Island County,5302,53010,53010,2017-2018
South Whidbey Elementary,Langley,WA,98260,53029,Island County,5302,53010,53010,2017-2018
Southside Elementary,SHELTON,WA,98584,53045,Mason County,5310,53035,53035,2017-2018
Alternative Tamarack School,Spokane,WA,99224,53063,Spokane County,5305,53006,53006,2017-2018
Adams Elementary,Spokane,WA,99223,53063,Spokane County,5305,53006,53006,2017-2018
Arlington Elementary,Spokane,WA,99217,53063,Spokane County,5305,53006,53006,2017-2018
Audubon Elementary,Spokane,WA,99205,53063,Spokane County,5305,53003,53003,2017-2018
Balboa Elementary,Spokane,WA,99208,53063,Spokane County,5305,53006,53006,2017-2018
Bemiss Elementary,Spokane,WA,99207,53063,Spokane County,5305,53003,53003,2017-2018
Browne Elementary,Spokane,WA,99205,53063,Spokane County,5305,53006,53006,2017-2018
Cooper Elementary,Spokane,WA,99217,53063,Spokane County,5305,53003,53003,2017-2018
Finch Elementary,Spokane,WA,99205,53063,Spokane County,5305,53003,53003,2017-2018
Franklin Elementary,Spokane,WA,99223,53063,Spokane County,5305,53003,53003,2017-2018
Garfield Elementary,Spokane,WA,99205,53063,Spokane County,5305,53003,53003,2017-2018
Glover Middle School,Spokane,WA,99205,53063,Spokane County,5305,53003,53003,2017-2018
Grant Elementary,Spokane,WA,99202,53063,Spokane County,5305,53003,53003,2017-2018
Hamblen Elementary,Spokane,WA,99203,53063,Spokane County,5305,53006,53006,2017-2018
Holmes Elementary,Spokane,WA,99201,53063,Spokane County,5305,53003,53003,2017-2018
Hutton Elementary,Spokane,WA,99203,53063,Spokane County,5305,53003,53003,2017-2018
Indian Trail Elementary,Spokane,WA,99208,53063,Spokane County,5305,53006,53006,2017-2018
Jefferson Elementary,Spokane,WA,99203,53063,Spokane County,5305,53006,53006,2017-2018
Ferris High School,Spokane,WA,99223,53063,Spokane County,5305,53006,53006,2017-2018
Rogers High School,Spokane,WA,99207,53063,Spokane County,5305,53003,53003,2017-2018
Lewis & Clark High School,Spokane,WA,99204,53063,Spokane County,5305,53003,53003,2017-2018
Lidgerwood Elementary,Spokane,WA,99208,53063,Spokane County,5305,53003,53003,2017-2018
Lincoln Heights Elementary,Spokane,WA,99223,53063,Spokane County,5305,53003,53003,2017-2018
Linwood Elementary,Spokane,WA,99208,53063,Spokane County,5305,53006,53006,2017-2018
Logan Elementary,Spokane,WA,99207,53063,Spokane County,5305,53003,53003,2017-2018
Longfellow Elementary,Spokane,WA,99207,53063,Spokane County,5305,53003,53003,2017-2018
Madison Elementary,Spokane,WA,99205,53063,Spokane County,5305,53003,53003,2017-2018
Excelsior Youth Center School,Spokane,WA,99208,53063,Spokane County,5305,53006,53006,2017-2018
Mullan Road Elementary,Spokane,WA,99223,53063,Spokane County,5305,53006,53006,2017-2018
North Central High School,Spokane,WA,99205,53063,Spokane County,5305,53003,53003,2017-2018
Regal Elementary,Spokane,WA,99207,53063,Spokane County,5305,53003,53003,2017-2018
Ridgeview Elementary,Spokane,WA,99205,53063,Spokane County,5305,53003,53003,2017-2018
Roosevelt Elementary,Spokane,WA,99204,53063,Spokane County,5305,53003,53003,2017-2018
Sacajawea Middle School,Spokane,WA,99203,53063,Spokane County,5305,53006,53006,2017-2018
Salk Middle School,Spokane,WA,99208,53063,Spokane County,5305,53003,53003,2017-2018
Shadle Park High School,Spokane,WA,99205,53063,Spokane County,5305,53003,53003,2017-2018
Shaw Middle School,Spokane,WA,99207,53063,Spokane County,5305,53003,53003,2017-2018
Sheridan Elementary,Spokane,WA,99202,53063,Spokane County,5305,53003,53003,2017-2018
Garry Middle School,Spokane,WA,99207,53063,Spokane County,5305,53003,53003,2017-2018
Stevens Elementary,Spokane,WA,99202,53063,Spokane County,5305,53003,53003,2017-2018
Westview Elementary,Spokane,WA,99205,53063,Spokane County,5305,53006,53006,2017-2018
Whitman Elementary,Spokane,WA,99207,53063,Spokane County,5305,53003,53003,2017-2018
Willard Elementary,Spokane,WA,99205,53063,Spokane County,5305,53003,53003,2017-2018
Wilson Elementary,Spokane,WA,99203,53063,Spokane County,5305,53006,53006,2017-2018
Chase Middle School,Spokane,WA,99223,53063,Spokane County,5305,53006,53006,2017-2018
Woodridge Elementary,Spokane,WA,99208,53063,Spokane County,5305,53006,53006,2017-2018
Daybreak Alternative School,Spokane,WA,99202,53063,Spokane County,5305,53003,53003,2017-2018
Spokane Area Professional-Technical Skills Center,Spokane,WA,99207,53063,Spokane County,5305,53003,53003,2017-2018
A-3 Multiagency Adolescent Prog,Spokane,WA,99205,53063,Spokane County,5305,53003,53003,2017-2018
Alternative Northeast Community Center Preschool,Spokane,WA,99207,53063,Spokane County,5305,53003,53003,2017-2018
Eagle Peak at Pratt,Spokane Valley,WA,99212,53063,Spokane County,5305,53004,53004,2017-2018
Moran Prairie Elementary,Spokane,WA,99223,53063,Spokane County,5305,53006,53006,2017-2018
Libby Center,Spokane,WA,99202,53063,Spokane County,5305,53003,53003,2017-2018
SCCP Images,Spokane,WA,99217,53063,Spokane County,5305,53003,53003,2017-2018
The Healing Lodge,Spokane,WA,99212,53063,Spokane County,5305,53004,53004,2017-2018
Bryant Center,Spokane,WA,99201,53063,Spokane County,5305,53003,53003,2017-2018
Spokane Regional Health District,Spokane,WA,99201,53063,Spokane County,5305,53003,53003,2017-2018
Sacred Heart Hospital,Spokane,WA,99204,53063,Spokane County,5305,53003,53003,2017-2018
On Track Academy,Spokane,WA,99207,53063,Spokane County,5305,53003,53003,2017-2018
The Community School,Spokane,WA,99205,53063,Spokane County,5305,53003,53003,2017-2018
Shrine Hospital,Spokane,WA,99204,53063,Spokane County,5305,53003,53003,2017-2018
Spokane County Jail,Spokane,WA,99260,53063,Spokane County,5305,53003,53003,2017-2018
Open Doors Youth Re-Engagement Spokane,Spokane,WA,99201,53063,Spokane County,5305,53003,53003,2017-2018
Spokane Public Montessori,Spokane,WA,99205,53063,Spokane County,5305,53003,53003,2017-2018
Sprague Elementary,Sprague,WA,99032,53043,Lincoln County,5305,53013,53013,2017-2018
Sprague High School,Sprague,WA,99032,53043,Lincoln County,5305,53013,53013,2017-2018
St John Elementary,Saint John,WA,99171,53075,Whitman County,5305,53009,53009,2017-2018
St John/Endicott High,Saint John,WA,99171,53075,Whitman County,5305,53009,53009,2017-2018
Stanwood High School,STANWOOD,WA,98292,53061,Snohomish County,5302,53010,53010,2017-2018
Stanwood Middle School,STANWOOD,WA,98292,53061,Snohomish County,5302,53010,53010,2017-2018
Stanwood Elementary School,STANWOOD,WA,98292,53061,Snohomish County,5302,53010,53010,2017-2018
Twin City Elementary,STANWOOD,WA,98292,53061,Snohomish County,5302,53010,53010,2017-2018
Lincoln Hill High School,STANWOOD,WA,98292,53061,Snohomish County,5302,53010,53010,2017-2018
Port Susan Middle School,STANWOOD,WA,98292,53061,Snohomish County,5302,53010,53010,2017-2018
Cedarhome Elementary School,STANWOOD,WA,98292,53061,Snohomish County,5302,53010,53010,2017-2018
Utsalady Elementary,CAMANO ISLAND,WA,98282,53029,Island County,5302,53010,53010,2017-2018
Elger Bay Elementary,CAMANO ISLAND,WA,98282,53029,Island County,5302,53010,53010,2017-2018
Saratoga School,Stanwood,WA,98292,53061,Snohomish County,5302,53010,53010,2017-2018
Lincoln Academy,Stanwood,WA,98292,53061,Snohomish County,5302,53010,53010,2017-2018
Star Elem School,Pasco,WA,99301,53021,Franklin County,5304,53009,53009,2017-2018
Starbuck School,STARBUCK,WA,99359,53013,Columbia County,5305,53016,53016,2017-2018
Stehekin Elementary,STEHEKIN,WA,98852,53007,Chelan County,5308,53012,53012,2017-2018
Cherrydale Elementary,STEILACOOM,WA,98388,53053,Pierce County,5310,53028,53028,2017-2018
Anderson Island Elementary,Anderson Island,WA,98303,53053,Pierce County,5310,53028,53028,2017-2018
Pioneer Middle,DUPONT,WA,98327,53053,Pierce County,5310,53028,53028,2017-2018
Saltars Point Elementary,STEILACOOM,WA,98388,53053,Pierce County,5310,53028,53028,2017-2018
Steilacoom High,STEILACOOM,WA,98388,53053,Pierce County,5310,53028,53028,2017-2018
Chloe Clark Elementary,DUPONT,WA,98327,53053,Pierce County,5310,53028,53028,2017-2018
PreSchool and ECEAP,Steilacoom,WA,98388,53053,Pierce County,5310,53028,53028,2017-2018
Futures Program,Steilacoom,WA,98388,53053,Pierce County,5310,53028,53028,2017-2018
Birth to Three,Steilacoom,WA,98388,53053,Pierce County,5310,53028,53028,2017-2018
Steptoe Elementary School,Steptoe,WA,99174,53075,Whitman County,5305,53009,53009,2017-2018
Carson Elementary,Carson,WA,98610,53059,Skamania County,5303,53014,53014,2017-2018
Stevenson Elementary,Stevenson,WA,98648,53059,Skamania County,5303,53014,53014,2017-2018
Stevenson High School,Stevenson,WA,98648,53059,Skamania County,5303,53014,53014,2017-2018
Wind River Middle School,Stevenson,WA,98648,53059,Skamania County,5303,53014,53014,2017-2018
Preschool,Carson,WA,98610,53059,Skamania County,5303,53014,53014,2017-2018
Gold Bar Elementary,Gold Bar,WA,98251,53061,Snohomish County,5301,53039,53039,2017-2018
Sultan Elementary School,Sultan,WA,98294,53061,Snohomish County,5301,53039,53039,2017-2018
Sultan Middle School,Sultan,WA,98294,53061,Snohomish County,5301,53039,53039,2017-2018
Sultan Senior High School,Sultan,WA,98294,53061,Snohomish County,5301,53039,53039,2017-2018
Student Services School,Sultan,WA,98294,53061,Snohomish County,5301,53039,53039,2017-2018
Sky Valley Options,Sultan,WA,98294,53061,Snohomish County,5301,53039,53039,2017-2018
Columbia Virtual Academy - Sultan,Sultan,WA,98294,53061,Snohomish County,5301,53039,53039,2017-2018
Open Doors Youth Reengagement Sultan,Sultan,WA,98296,53061,Snohomish County,5301,53039,53039,2017-2018
Summit Valley School,Addy,WA,99101,53065,Stevens County,5305,53007,53007,2017-2018
Liberty Ridge Elementary,Sumner,WA,98390,53053,Pierce County,5308,53031,53031,2017-2018
Bonney Lake Elementary,Bonney Lake,WA,98390,53053,Pierce County,5308,53031,53031,2017-2018
Maple Lawn Elementary,Sumner,WA,98390,53053,Pierce County,5310,53031,53031,2017-2018
Eismann Elementary,Bonney Lake,WA,98391,53053,Pierce County,5308,53031,53031,2017-2018
Sumner High School,Sumner,WA,98390,53053,Pierce County,5310,53031,53031,2017-2018
Sumner Middle School,Sumner,WA,98390,53053,Pierce County,5310,53031,53031,2017-2018
Lakeridge Middle School,Sumner,WA,98390,53053,Pierce County,5308,53031,53031,2017-2018
Victor Falls Elementary,Bonney Lake,WA,98391,53053,Pierce County,5308,53031,53031,2017-2018
Emerald Hills Elementary,Bonney Lake,WA,98390,53053,Pierce County,5308,53031,53031,2017-2018
Mountain View Middle School,Bonney Lake,WA,98390,53053,Pierce County,5308,53031,53031,2017-2018
Crestwood Elementary,Bonney Lake,WA,98390,53053,Pierce County,5308,53031,53031,2017-2018
Daffodil Valley Elementary,Sumner,WA,98390,53053,Pierce County,5310,53031,53031,2017-2018
Bonney Lake High School,Bonney Lake,WA,98391,53053,Pierce County,5308,53031,53031,2017-2018
Sumner Special Services,SUMNER,WA,98390,53053,Pierce County,5310,53031,53031,2017-2018
Outlook Elementary School,Outlook,WA,98938,53077,Yakima County,5304,53015,53015,2017-2018
Sunnyside High School,Sunnyside,WA,98944,53077,Yakima County,5304,53015,53015,2017-2018
Chief Kamiakin Elementary School,Sunnyside,WA,98944,53077,Yakima County,5304,53015,53015,2017-2018
Harrison Middle School,Sunnyside,WA,98944,53077,Yakima County,5304,53015,53015,2017-2018
Washington Elementary,Sunnyside,WA,98944,53077,Yakima County,5304,53015,53015,2017-2018
Pioneer Elementary School,Sunnyside,WA,98944,53077,Yakima County,5304,53015,53015,2017-2018
Sierra Vista Middle School,Sunnyside,WA,98944,53077,Yakima County,5304,53015,53015,2017-2018
Sun Valley Elementary,Sunnyside,WA,98944,53077,Yakima County,5304,53015,53015,2017-2018
SHS Graduation Alliance,Sunnyside,WA,98944,53077,Yakima County,5304,53015,53015,2017-2018
Arlington,Tacoma,WA,98409,53053,Pierce County,5306,53029,53029,2017-2018
Baker,Tacoma,WA,98408,53053,Pierce County,5306,53029,53029,2017-2018
Birney,Tacoma,WA,98408,53053,Pierce County,5306,53029,53029,2017-2018
Boze,Tacoma,WA,98404,53053,Pierce County,5310,53027,53027,2017-2018
Browns Point,Tacoma,WA,98422,53053,Pierce County,5309,53027,53027,2017-2018
Bryant,Tacoma,WA,98405,53053,Pierce County,5306,53027,53027,2017-2018
Delong,Tacoma,WA,98405,53053,Pierce County,5306,53027,53027,2017-2018
Downing,Tacoma,WA,98406,53053,Pierce County,5306,53027,53027,2017-2018
Edison,Tacoma,WA,98409,53053,Pierce County,5306,53029,53029,2017-2018
Fawcett,Tacoma,WA,98404,53053,Pierce County,5310,53027,53027,2017-2018
Fern Hill,Tacoma,WA,98444,53053,Pierce County,5306,53029,53029,2017-2018
Foss,Tacoma,WA,98405,53053,Pierce County,5306,53027,53027,2017-2018
Franklin,Tacoma,WA,98405,53053,Pierce County,5306,53027,53027,2017-2018
Geiger,Tacoma,WA,98465,53053,Pierce County,5306,53028,53028,2017-2018
Grant,Tacoma,WA,98406,53053,Pierce County,5306,53027,53027,2017-2018
Gray,Tacoma,WA,98409,53053,Pierce County,5306,53029,53029,2017-2018
Jason Lee,Tacoma,WA,98403,53053,Pierce County,5306,53027,53027,2017-2018
Jefferson,Tacoma,WA,98406,53053,Pierce County,5306,53027,53027,2017-2018
Larchmont,Tacoma,WA,98445,53053,Pierce County,5310,53029,53029,2017-2018
Lincoln,Tacoma,WA,98418,53053,Pierce County,5306,53027,53027,2017-2018
Lister,Tacoma,WA,98404,53053,Pierce County,5310,53027,53027,2017-2018
Lowell,Tacoma,WA,98403,53053,Pierce County,5306,53027,53027,2017-2018
Lyon,Tacoma,WA,98404,53053,Pierce County,5310,53027,53027,2017-2018
Manitou Park,Tacoma,WA,98409,53053,Pierce County,5306,53029,53029,2017-2018
Mann,Tacoma,WA,98408,53053,Pierce County,5306,53029,53029,2017-2018
Mason,Tacoma,WA,98407,53053,Pierce County,5306,53027,53027,2017-2018
